,Unnamed: 0,Username,Grade,Quiz 1: Uso de modelos matemáticos en la economía,Quiz 2: Motivación y Función de Producción,Quiz 3: Preferencias y Toma de Decisiones,Quiz 4: Salario y Efectos,Quiz 5: Explicando Diferencias y Conclusión,Quiz 6: Introducción y conceptos iniciales,Quiz 7: Prediciendo el resultado de un juego,Quiz 8: Evaluación de Resultados,Quiz 9: Determinación de Asignaciones,Quiz 10: Desigualdad,Quiz 11: Conceptos centrales,Quiz 12: Profundizando lo aprendido,Quiz 13: Conceptos centrales,Quiz 14: Profundizando lo aprendido,Quiz 15: Conceptos centrales,Quiz 16: Profundizando lo aprendido,"Quiz 18: Oferta, demanda y equilibrio de mercado",Quiz 19: Cambios en la oferta y la demanda,Quiz 20: Excedentes y la mano invisible,Quiz 21: Impuestos y Subsidios,Quiz 22: Eficiencia y externalidades,Quiz 23: Corrección de fallas,Quiz 24: Otras fuentes de ineficiencia,Quiz 25: Regla de la mayoría,Quiz 26: La paradoja de Condorcet,Quiz 27: Teorema del votante mediano,Quiz 28: Decisiones intertemporales,Quiz 29: Tópicos Adicionales,Quiz (Avg)
67,72,3b7e4a50b2e0bed252f413742128de7cb8aa9a0ff7af93f80c931f42b55a8b69,0.91,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8793103448275862
68,73,f2659413b7e92da6d53e0f048326283469cbf0e3c109f68b2bbe521279c0ecf1,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9310344827586208
69,74,5080fdacf2a835e4b952ed3d3cb960d0bc0be679c1467a41895e7249d29a00e2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9655172413793104
70,75,4e4f0ab542c091047a4e3663209fc7617625f249a38ccc0e1a63ee4dcf3f8eb6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9655172413793104
71,76,a495435dd06b90d3f62003399b08c9ba01721d127cc4f2e6bde2f3ffe02e5650,0.84,1.0,1.0,1.0,0.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8103448275862069
72,77,d253e5feb93c43cefb575744c6551fca9f1eed707f8fabe7b3a9342222cfc9d9,0.86,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.8275862068965517
73,78,1d75c26570936b27db324788d6bccf287575cbc75738c5b1e36b4cea3207e9c2,0.9,1.0,1.0,0.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8679310344827587
74,79,2bd35716be0db3930e4d27405fa4369c737be1facf4879b637ccab82a7414e2e,0.81,-1.0,1.0,0.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.67,0.0,1.0,1.0,1.0,0.67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.7789655172413793
75,80,83265f34542d544fc8d4ef3cf2b22d588a7374bad23b13253c37f50b63417576,0.91,-1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8793103448275862
77,82,f9b53832d2657106ef7a77fedb8765dfe233deafa9cb646dec0abbb48304f063,0.91,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8820689655172413
78,83,2eabb22d797844b7484e422b6acf6736b37dc5191dea5620a76136bfe0760d18,0.84,1.0,1.0,1.0,1.0,1.0,-1.0,0.75,1.0,1.0,1.0,1.0,0.5,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.67,1.0,1.0,1.0,1.0,0.5,1.0,0.8075862068965518
80,85,1b85bc4125b5360420e37688cf24e3f31b71a2ded535cdc9e81c259113b14f9c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9655172413793104
81,86,ab4286bda108a0a1066dc8f2f3b423eae249beab34218de839205c4a4b454778,0.93,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.896551724137931
82,87,7b84555a3801ef1a1456187d738b78e98b99d2df7df4c3849a1b93d8c6068b82,0.98,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4051724137931034
83,88,0d7744303a0d8d31c57404ce40921b959a9b7a74e72042af49ce2f3ef406505c,0.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.67,1.0,1.0,1.0,1.0,1.0,0.67,1.0,0.5,1.0,0.0,1.0,1.0,0.873793103448276
84,89,56b37c4198fdee6aaae46c09bfcbb028bdb7b0dd572cc35823893c076353e542,0.75,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7241379310344828
85,90,3805d992ffef4793ce5428b47e271f8271a2cccab8559351e79f86736a80df9d,0.96,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9224137931034484
86,91,880615960876c3044ce21b1b442a32512fae7ada868994bcab365fff5b87a6a7,0.86,-1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.833448275862069
87,92,3cd57863ca8e156814294524ee3fb871a4d7fca08c749d40d2f6eca1ce2a59a1,0.87,-1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.67,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8420689655172414
88,93,0646c37fa82661b18efba84190e8910e904a07603dbda464428d704ba9eec8d8,0.86,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,1.0,1.0,1.0,0.0,0.5,0.0,0.833448275862069
89,94,568e2bbb2d1a4770505ac89896bbc5f74bd6d8c5f8b2b31a8c1a9df36973bc75,0.88,-1.0,1.0,0.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8448275862068966
90,95,812a95d56883469ef1f05f4afa5451987eec8a2914163b9d44d7af40a1457766,0.96,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9224137931034484
91,96,8609df3369a59f8fdc4f5bdbb45bea17faddaecfe8a945e08acd9888112c4aaf,0.75,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5172413793103449
92,97,d38f89a3d76cc7f015d70b8e67184e0c37d28b50287fca198e8b6834ef06eb1d,0.93,0.75,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8993103448275861
93,98,4085ffb4c128e9e7c4be2b0a5bbaafa937144de9152877cb9e125fc5e86e5f65,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9655172413793104
94,99,befb083a644c7c0287eb39322c24beebf17efa5230ad688da24b898bd8891609,0.85,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.67,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,-1.0,0.8162068965517242
95,100,3e8388d03c2d1d022eafc8bc3418cabe7616c1d9dae56f0825cb6fb9cc871133,0.97,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9396551724137931
97,102,533e4af30d1063056117850673a661849de62ebd6751562cb1be17f41086f208,0.5,1.0,1.0,0.0,1.0,1.0,1.0,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1896551724137931
99,104,de3fa27bedc31d4e99d32292837bbe5ceb8262057139a995516a66c7757ac7d8,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.67,1.0,1.0,1.0,0.0,1.0,1.0,0.8679310344827587
100,105,eb0a2b82197e2fa1aad541ee120660b2c62479e904795c90a4282764749afd88,0.96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9310344827586208
101,106,5a03a2b858c873aeaca6a4115d05f0704087a28599d88516e6a8674e69c3c486,0.92,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.67,1.0,1.0,1.0,1.0,0.67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8910344827586207
104,109,c7fea43eb7f90ee7bfa57d67c3800ae17df9a174e3aa1116f5978adc18ea6d1e,0.96,0.75,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9310344827586208
105,110,1b745a5df80285859409711947deab4c0540ff763bd4bcb8f63922ac4e1799a4,0.91,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.8765517241379311
106,111,573db8294ab9f4981f830b041dbf3f11b03431ee7eabece431b005f85e5ac592,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9655172413793104
107,112,991457c49eea00961193a73ef58679ea94d5e6450b915382dc7960b300926758,0.96,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9310344827586208
108,113,d8b4700c365d82f10101cb7e0dddc6840b1e50afb49a77658ce90563043662a4,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33,1.0,1.0,1.0,1.0,1.0,1.0,0.9424137931034482
109,114,2a1f3e55da92447e6060680db34ecd17a6cdc7ab4dc006d10d131a5b4da4ca90,0.79,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.0,-1.0,0.7068965517241379
110,115,8b98c655e2d681478945bfcf25bccda2a373095c1e8c88b4b19454fde074cb73,0.95,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.913793103448276
111,116,11084a4912f7ec3c5e461d2b3345108618800c96319402d38657af50969a3ab0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9655172413793104
112,117,e544d59e72d3803be4d691a9fb0509787bffbb6a21c603bf104240ca599bc49b,0.98,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9482758620689656
113,118,bb023b9971f85e76d0a89a945170d7c67ae55dd9eaf94cebee48ceb6a842187b,0.72,1.0,1.0,1.0,1.0,0.0,0.0,0.75,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.67,1.0,1.0,1.0,1.0,0.0,0.67,1.0,0.5,0.0,0.0,1.0,1.0,0.6927586206896552
114,119,abaa33cc1f61094737c5460036f9cf8497e221a96965d6cdf6c2ce1c9d12ba85,0.99,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.8879310344827587
115,120,a0e55198dab2c3574b2c7611c4302bd53f30a8e5754c2db7e0859c70641f846f,0.92,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8879310344827587
116,121,9fd9ea9c4767cc6dce8fb0f8260ca561ef6c86e72d7a94b0f661ab95d61e53cf,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9655172413793104
117,122,9e967c4323d9363281f4807ee12ba83ca730c010aa2ea28aaff0c121e5b50b82,0.9,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.5,0.8706896551724138
118,123,6f0625e584530cf4cb6f731aabea566f1250a02439de24519ee96d9c27555b04,0.89,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8620689655172413
119,124,06035557b5cdc751aa3a1813bf5b37294f14c2afe94fde95c450efd29284a054,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.4827586206896552
120,125,3194918b850a5933ad2d5c355f1f266eac91b9d64ac773ea3342e216889674cb,0.98,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9455172413793104
121,126,d2623eb6fb055064eb82cef18bee86b84d6bf5406483658775732d1b36e70c6e,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9655172413793104
122,127,f79fd33c9902bb3dcf5b05c54d608a44e89b87edc14a3747ed37410752419072,0.94,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,1.0,1.0,1.0,1.0,1.0,1.0,0.9110344827586208
123,128,e9d3497dc8d6583d93eafd6a5c9310b59a1dc315ae83fa48d259b11cb710a04f,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9655172413793104
124,129,adb7a0016287c6dbd57f891ce3519622755d7da2f4a686edb02962f51e00226e,0.96,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9310344827586208
125,130,42e73e2b13ed49ce1942bcd3d8b8714e326a89c0a0abf567ea5d721f43e3a529,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9655172413793104
127,133,199aa49fe64705a94459f72b8351788b4686da1eea18ad9a08fce4b26dbba729,0.97,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.9396551724137931
128,134,6f96005f4b8eabe6ce305afecd656c92579eea2068f1bb314f0560910c51e8d3,0.88,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,0.8448275862068966
129,135,fd8c082ca11740170f2a5f0008a999f578f17b266bf64e0e51bbb05012cdc097,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9655172413793104
131,137,1c59fb9227623c82a1fdcb54a1d6429746f9c9ba4b6f5983ed4e2402c6781c6c,0.98,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9482758620689656
132,138,d8ce2587983fcb74a99da5e760ac374aea926f36384220cfa1dc8cd099fac296,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9655172413793104
133,139,455377c99e5b41ae898694639c4b727ea810bab1d81fb46062d5e11aa29d04cc,0.83,1.0,1.0,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.33,1.0,1.0,1.0,1.0,1.0,0.33,1.0,1.0,1.0,1.0,1.0,1.0,0.7986206896551723
134,140,7292c80c1a2f8d7199940689ee595a005c9279c85ad511d106adef3806780362,0.98,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9482758620689656
136,142,801195d79376a4859b8c351ab4c6dcfa70f94a9c42059fd55dd93fe9336beed1,0.58,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,0.67,0.5,0.5,0.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,0.5,1.0,0.0,0.5,0.0,0.5575862068965518
137,143,a84c4554b718e4a515c64a3a813f56e7f02edc6e335ef39d67c030d1d5b54e4b,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9655172413793104
138,144,47fe70fac2bc970cdcbce9a599b862c16764de80efef82f09ee4fc67a2a3454f,0.88,-1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.853448275862069
139,145,1cef33d0c99c1624fd08162fe859e207009d7608f6a2f01d53269cf7684f8fba,0.94,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9024137931034484
141,147,7693e81c2fc9696812de48d84d625307a634f44360427a4514e1e8074f9c1f76,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9655172413793104
142,148,9d823901218f3edbe2d34edc9818a0eb4d1237b9773173585be2348dd0caaab7,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,1.0,1.0,1.0,1.0,1.0,1.0,0.9541379310344827
143,149,f3142143752a23bf86400bb56c5f22cd73a99bfcbb2df623a7f4281a7545d0e3,0.9,1.0,1.0,1.0,0.0,0.0,1.0,0.75,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8706896551724138
144,150,a9c25680f61f807b3c0a56db4479e9b134f24b021a036cbffb2e83ed092d07d0,0.9,0.75,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8706896551724138
145,151,9bb3bb47d1db6f3c99468ee3f9ec38985db0ae4fa1695cabdcaccc1fddec73eb,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,-1.0,0.913793103448276
146,152,706b0264725afe8bee13af119da4d435439417e5a858cc5023d12d47fb7a0fa3,0.89,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8620689655172413
147,153,ec968c304eab2ac46e1cc3fd62b0049baecb8aa35979b172b577ccb7ad41770a,0.96,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.8620689655172413
148,154,185eeb62370c07ee7b30ba3a2eea4a657a099ec33337ab45639238c3e764cfd3,0.85,1.0,1.0,1.0,0.0,0.0,1.0,0.75,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,1.0,1.0,1.0,1.0,1.0,1.0,0.8248275862068966
149,155,fe1f2339d98308cc992adf675531e0562a1de7d055e306587847fc89ac06a328,0.91,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.8765517241379311
150,156,428e11009bae9c11f1348f98c691cf1b807f629167cd90ec0eabfa25ec89b10d,0.63,-1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,1.0,1.0,0.33,1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,0.563103448275862
151,157,0842f6e252e9b70713911cd144363fe2156ce89d00035cd8fcb1ab082ee3ed1b,0.82,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.7931034482758621
152,158,8e983ca99550f13d30b4c998d7d5a870dba3f1d10d430beb363a0bf22a9a1b1f,0.99,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.956896551724138
153,159,54cd50956cafb1c753c528779bbc0ed0042928703df37504be1cdb8488632688,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9655172413793104
